# File generated by CMD 3.9 (http://stev.oapd.inaf.it/cmd) on Wed Mar  4 15:36:53 UTC 2026
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: DECAM (ABmags)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  umag    gmag    rmag    imag    zmag    Ymag
0.00077741 -1.30000 10.05308 0.8295992613 2.4286527383    0.824  1.899  3.6950  2.187    3  0.000  0.509     0.00     0.00     0.00     0.00     0.00 -1 -8.76e-11      0.00 7.452e-01 2.540e-01 1.337e-04 4.484e-05 3.504e-04 -1.000 7.929e-04 0.022 1.694 0.618 0.007 -0.205 -0.308 -0.344
0.00077741 -1.30000 10.05308 0.8296789527 2.4286783711    0.824  1.942  3.6929  2.136    3  0.000  0.509     0.00     0.00     0.00     0.00     0.00 -1 -1.02e-10      0.00 7.452e-01 2.540e-01 1.337e-04 4.485e-05 3.504e-04 -1.000 7.930e-04 -0.084 1.618 0.524 -0.095 -0.311 -0.417 -0.455
0.00077741 -1.30000 10.05308 0.8297607303 2.4287046690    0.823  1.980  3.6910  2.089    3  0.000  0.509     0.00     0.00     0.00     0.00     0.00 -1 -1.18e-10      0.00 7.452e-01 2.540e-01 1.337e-04 4.486e-05 3.504e-04 -1.000 7.931e-04 -0.181 1.549 0.439 -0.190 -0.409 -0.518 -0.556
0.00077741 -1.30000 10.05308 0.8298349977 2.4287285467    0.823  2.006  3.6898  2.059    3  0.000  0.509     0.00     0.00     0.00     0.00     0.00 -1 -1.31e-10      0.00 7.452e-01 2.540e-01 1.337e-04 4.487e-05 3.504e-04 -1.000 7.932e-04 -0.245 1.502 0.382 -0.252 -0.473 -0.583 -0.622
0.00077741 -1.30000 10.05308 0.8298873305 2.4287453692    0.823  1.989  3.6910  2.080    3  0.000  0.509     0.00     0.00     0.00     0.00     0.00 -1 -1.23e-10      0.00 7.452e-01 2.540e-01 1.337e-04 4.487e-05 3.504e-04 -1.000 7.932e-04 -0.202 1.527 0.417 -0.211 -0.431 -0.539 -0.577
0.00077741 -1.30000 10.05308 0.8299056888 2.4287512700    0.823  1.983  3.6915  2.089    3  0.000  0.509     0.00     0.00     0.00     0.00     0.00 -1  -1.2e-10      0.00 7.452e-01 2.540e-01 1.337e-04 4.487e-05 3.504e-04 -1.000 7.933e-04 -0.186 1.537 0.430 -0.196 -0.414 -0.522 -0.560
0.00077741 -1.30000 10.05308 0.8299623728 2.4287694875    0.822  2.024  3.6893  2.039    3  0.000  0.509     0.00     0.00     0.00     0.00     0.00 -1 -1.39e-10      0.00 7.452e-01 2.540e-01 1.337e-04 4.488e-05 3.504e-04 -1.000 7.934e-04 -0.289 1.465 0.341 -0.295 -0.518 -0.628 -0.668
0.00077741 -1.30000 10.05308 0.8300160766 2.4287867446    0.822  2.064  3.6871  1.989    3  0.000  0.509     0.00     0.00     0.00     0.00     0.00 -1 -1.61e-10      0.00 7.452e-01 2.540e-01 1.337e-04 4.489e-05 3.504e-04 -1.000 7.935e-04 -0.391 1.399 0.253 -0.393 -0.619 -0.732 -0.773
0.00077741 -1.30000 10.05308 0.8300684094 2.4288035587    0.822  2.106  3.6848  1.938    3  0.000  0.509     0.00     0.00     0.00     0.00     0.00 -1 -1.88e-10      0.00 7.452e-01 2.541e-01 1.337e-04 4.489e-05 3.504e-04 -1.000 7.935e-04 -0.496 1.338 0.164 -0.494 -0.725 -0.841 -0.883
0.00077741 -1.30000 10.05308 0.8301169872 2.4288191642    0.821  2.148  3.6825  1.887    3  0.000  0.509     0.00     0.00     0.00     0.00     0.00 -1  -2.2e-10      0.00 7.451e-01 2.541e-01 1.337e-04 4.490e-05 3.504e-04 -1.000 7.935e-04 -0.600 1.285 0.076 -0.597 -0.831 -0.950 -0.994
0.00077741 -1.30000 10.05308 0.8301603198 2.4288330829    0.821  2.188  3.6802  1.837    3  0.000  0.509     0.00     0.00     0.00     0.00     0.00 -1 -2.56e-10      0.00 7.451e-01 2.541e-01 1.337e-04 4.490e-05 3.504e-04 -1.000 7.936e-04 -0.700 1.236 -0.008 -0.696 -0.933 -1.055 -1.101
0.00077741 -1.30000 10.05308 0.8302006125 2.4288460236    0.820  2.228  3.6779  1.787    3  0.000  0.509     0.00     0.00     0.00     0.00     0.00 -1 -2.97e-10      0.00 7.451e-01 2.541e-01 1.337e-04 4.491e-05 3.504e-04 -1.000 7.936e-04 -0.801 1.192 -0.089 -0.794 -1.035 -1.160 -1.207
0.00077741 -1.30000 10.05308 0.8302378654 2.4288579868    0.820  2.268  3.6755  1.738    3  0.000  0.509     0.00     0.00     0.00     0.00     0.00 -1 -3.45e-10      0.00 7.451e-01 2.541e-01 1.337e-04 4.491e-05 3.504e-04 -1.000 7.938e-04 -0.900 1.152 -0.169 -0.891 -1.136 -1.264 -1.312
0.00077741 -1.30000 10.05308 0.8302725554 2.4288691258    0.819  2.308  3.6732  1.688    3  0.000  0.509     0.00     0.00     0.00     0.00     0.00 -1    -4e-10      0.00 7.451e-01 2.541e-01 1.337e-04 4.492e-05 3.504e-04 -1.000 7.938e-04 -1.000 1.113 -0.248 -0.988 -1.237 -1.368 -1.418
0.00077741 -1.30000 10.05308 0.8303034902 2.4288790581    0.819  2.346  3.6708  1.640    3  0.000  0.509     0.00     0.00     0.00     0.00     0.00 -1 -4.62e-10      0.00 7.451e-01 2.541e-01 1.336e-04 4.492e-05 3.504e-04 -1.000 7.938e-04 -1.096 1.080 -0.322 -1.081 -1.334 -1.468 -1.519
0.00077741 -1.30000 10.05308 0.8303325176 2.4288883773    0.818  2.385  3.6684  1.592    3  0.000  0.509     0.00     0.00     0.00     0.00     0.00 -1 -5.34e-10      0.00 7.451e-01 2.541e-01 1.336e-04 4.493e-05 3.504e-04 -1.000 7.938e-04 -1.192 1.051 -0.395 -1.173 -1.431 -1.567 -1.621
0.00077741 -1.30000 10.05308 0.8303653598 2.4288989202    0.817  2.432  3.6654  1.532    3  0.000  0.509     0.00     0.00     0.00     0.00     0.00 -1 -6.36e-10      0.00 7.451e-01 2.541e-01 1.336e-04 4.493e-05 3.504e-04 -1.000 7.938e-04 -1.309 1.022 -0.482 -1.285 -1.548 -1.689 -1.745
0.00077741 -1.30000 10.05308 0.8303949237 2.4289084100    0.816  2.477  3.6624  1.474    3  0.000  0.509     0.00     0.00     0.00     0.00     0.00 -1 -7.57e-10      0.00 7.451e-01 2.541e-01 1.336e-04 4.493e-05 3.504e-04 -1.000 7.939e-04 -1.424 1.000 -0.564 -1.394 -1.663 -1.808 -1.866
0.00077741 -1.30000 10.05308 0.8304224014 2.4289172294    0.815  2.524  3.6594  1.415    3  0.000  0.509     8.07     6.25     4.42     3.42     2.77  3 -9.01e-10      0.00 7.451e-01 2.541e-01 1.336e-04 4.494e-05 3.504e-04 -1.000 7.940e-04 -1.539 0.988 -0.644 -1.502 -1.778 -1.927 -1.987
0.00077741 -1.30000 10.05308 0.8304468989 2.4289250917    0.814  2.568  3.6564  1.358    3  0.000  0.509     9.10     6.93     4.87     3.77     3.06  3 -1.07e-09      0.00 7.451e-01 2.541e-01 1.336e-04 4.494e-05 3.504e-04 -1.000 7.939e-04 -1.650 0.974 -0.718 -1.603 -1.886 -2.040 -2.103
0.00077741 -1.30000 10.05308 0.8304693699 2.4289323031    0.813  2.612  3.6534  1.302    3  0.000  0.509    10.24     7.67     5.37     4.17     3.37  3 -1.26e-09      0.00 7.451e-01 2.541e-01 1.336e-04 4.494e-05 3.504e-04 -1.000 7.940e-04 -1.759 0.953 -0.792 -1.701 -1.992 -2.150 -2.216
0.00077741 -1.30000 10.05308 0.8304909468 2.4289392271    0.811  2.657  3.6503  1.244    3  0.000  0.509    11.59     8.52     5.93     4.61     3.74  3  -1.5e-09      0.00 7.451e-01 2.541e-01 1.336e-04 4.494e-05 3.504e-04 -1.000 7.940e-04 -1.873 0.931 -0.868 -1.803 -2.102 -2.265 -2.333
0.00077741 -1.30000 10.05308 0.8305096030 2.4289452136    0.810  2.699  3.6473  1.189    3  0.000  0.509    13.01     9.41     6.52     5.08     4.11  3 -1.76e-09      0.00 7.451e-01 2.541e-01 1.336e-04 4.495e-05 3.504e-04 -1.000 7.941e-04 -1.978 0.915 -0.936 -1.895 -2.202 -2.371 -2.441
0.00077741 -1.30000 10.05308 0.8305271864 2.4289508556    0.808  2.742  3.6443  1.133    3  0.000  0.509    14.63    10.40     7.18     5.60     4.53  2 -2.07e-09      0.00 7.451e-01 2.541e-01 1.336e-04 4.495e-05 3.504e-04 -1.000 7.941e-04 -2.085 0.900 -1.005 -1.988 -2.303 -2.477 -2.550
0.00077741 -1.30000 10.05308 0.8305438161 2.4289561913    0.807  2.786  3.6413  1.076    3  0.000  0.509    16.48    11.51     7.91     6.18     5.01  2 -2.45e-09      0.00 7.451e-01 2.541e-01 1.336e-04 4.495e-05 3.504e-04 -1.000 7.941e-04 -2.194 0.885 -1.075 -2.083 -2.407 -2.586 -2.661
0.00077741 -1.30000 10.05308 0.8305581808 2.4289608000    0.805  2.826  3.6382  1.023    3  0.000  0.509    18.43    12.67     8.66     6.78     5.49  2 -2.86e-09      0.00 7.451e-01 2.541e-01 1.336e-04 4.495e-05 3.504e-04 -1.000 7.940e-04 -2.294 0.877 -1.135 -2.168 -2.500 -2.685 -2.763
0.00077741 -1.30000 10.05308 0.8305720687 2.4289652556    0.803  2.867  3.6352  0.968    3  0.000  0.509    20.68    13.98     9.52     7.46     6.05  2 -3.35e-09      0.00 7.451e-01 2.541e-01 1.336e-04 4.495e-05 3.504e-04 -1.000 7.941e-04 -2.398 0.873 -1.194 -2.255 -2.597 -2.788 -2.868
0.00077741 -1.30000 10.05308 0.8305851221 2.4289694434    0.801  2.909  3.6322  0.913    3  0.000  0.509    23.22    15.43    10.46     8.21     6.66  2 -3.94e-09      0.00 7.451e-01 2.541e-01 1.336e-04 4.496e-05 3.504e-04 -1.000 7.941e-04 -2.503 0.873 -1.251 -2.342 -2.694 -2.891 -2.974
0.00077741 -1.30000 10.05308 0.8305963874 2.4289730573    0.799  2.948  3.6292  0.862    3  0.000  0.509    25.89    16.93    11.43     8.98     7.28  2 -4.58e-09      0.00 7.451e-01 2.541e-01 1.336e-04 4.496e-05 3.504e-04 -1.000 7.942e-04 -2.599 0.879 -1.299 -2.421 -2.783 -2.986 -3.071
0.00077741 -1.30000 10.05308 0.8306072354 2.4289765373    0.796  2.987  3.6262  0.809    3  0.000  0.509    28.94    18.61    12.51     9.85     7.99  1 -5.34e-09      0.00 7.451e-01 2.541e-01 1.336e-04 4.496e-05 3.504e-04 -1.000 7.941e-04 -2.698 0.883 -1.348 -2.500 -2.873 -3.082 -3.170
0.00077741 -1.30000 10.05308 0.8306177258 2.4289799024    0.793  3.028  3.6232  0.754    3  0.000  0.509    32.43    20.51    13.72    10.82     8.78  1 -6.24e-09      0.00 7.451e-01 2.541e-01 1.336e-04 4.496e-05 3.504e-04 -1.000 7.942e-04 -2.799 0.885 -1.399 -2.582 -2.965 -3.181 -3.272
0.00077741 -1.30000 10.05308 0.8306269646 2.4289828660    0.790  3.065  3.6202  0.704    3  0.000  0.509    36.09    22.46    14.97    11.82     9.59  1 -7.23e-09      0.00 7.451e-01 2.541e-01 1.336e-04 4.496e-05 3.504e-04 -1.000 7.942e-04 -2.893 0.891 -1.443 -2.656 -3.051 -3.273 -3.366
0.00077741 -1.30000 10.05308 0.8306360245 2.4289857721    0.787  3.105  3.6172  0.650    3  0.000  0.509    40.38    24.72    16.40    12.96    10.52  1 -8.44e-09      0.00 7.451e-01 2.541e-01 1.336e-04 4.496e-05 3.504e-04 -1.000 7.942e-04 -2.991 0.896 -1.488 -2.733 -3.139 -3.368 -3.464
0.00077741 -1.30000 10.05308 0.8306444287 2.4289884679    0.783  3.143  3.6142  0.598    3  0.000  0.509    45.07    27.13    17.93    14.19    11.52  1 -9.82e-09      0.00 7.451e-01 2.541e-01 1.336e-04 4.496e-05 3.504e-04 -1.000 7.942e-04 -3.088 0.898 -1.532 -2.808 -3.226 -3.461 -3.560
0.00077741 -1.30000 10.05308 0.8306521773 2.4289909533    0.779  3.181  3.6114  0.547    3  0.000  0.509    50.19    29.73    19.56    15.51    12.60  1 -1.14e-08      0.00 7.451e-01 2.541e-01 1.336e-04 4.496e-05 3.504e-04 -1.000 7.942e-04 -3.182 0.901 -1.574 -2.881 -3.310 -3.552 -3.653
0.00077741 -1.30000 10.05308 0.8306595683 2.4289933239    0.775  3.219  3.6084  0.494    3  0.000  0.509    56.00    32.63    21.37    16.97    13.79  1 -1.32e-08      0.00 7.451e-01 2.541e-01 1.336e-04 4.496e-05 3.504e-04 -1.000 7.943e-04 -3.276 0.901 -1.611 -2.952 -3.393 -3.642 -3.746
0.00077741 -1.30000 10.05308 0.8306665421 2.4289955606    0.770  3.256  3.6055  0.443    3  0.000  0.509    62.43    35.77    23.33    18.56    15.08  1 -1.54e-08      0.00 7.451e-01 2.541e-01 1.336e-04 4.497e-05 3.504e-04 -1.000 7.943e-04 -3.370 0.898 -1.641 -3.019 -3.475 -3.732 -3.838
0.00077741 -1.30000 10.05308 0.8306730986 2.4289976635    0.765  3.291  3.6028  0.393    3  0.000  0.509    69.22    39.03    25.36    20.20    16.41  1 -1.77e-08      0.00 7.451e-01 2.541e-01 1.336e-04 4.497e-05 3.504e-04 -1.000 7.943e-04 -3.459 0.894 -1.668 -3.083 -3.552 -3.816 -3.925
0.00077741 -1.30000 10.05308 0.8306780457 2.4289992502    0.761  3.318  3.6008  0.357    3  0.000  0.509    74.74    41.64    26.97    21.51    17.48  1 -1.97e-08      0.00 7.451e-01 2.541e-01 1.336e-04 4.497e-05 3.504e-04 -1.000 7.943e-04 -3.524 0.893 -1.688 -3.129 -3.609 -3.878 -3.989
0.00077741 -1.30000 10.05308 0.8306780457 2.4289992502    0.761  1.739  3.7477  2.523    4  0.000  0.520     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.410e-01 2.581e-01 1.387e-04 4.268e-05 3.559e-04 -1.000 8.184e-04 0.422 1.520 0.768 0.365 0.243 0.201 0.191
0.00077741 -1.30000 10.05308 0.8307278752 2.4290152308    0.761  1.757  3.7463  2.499    4  0.000  0.520     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.410e-01 2.581e-01 1.387e-04 4.268e-05 3.559e-04 -1.000 8.184e-04 0.377 1.488 0.729 0.322 0.197 0.153 0.143
0.00077741 -1.30000 10.05308 0.8307792544 2.4290317060    0.761  1.759  3.7462  2.497    4  0.000  0.520     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.410e-01 2.581e-01 1.387e-04 4.268e-05 3.559e-04 -1.000 8.184e-04 0.372 1.483 0.724 0.316 0.191 0.147 0.136
0.00077741 -1.30000 10.05308 0.8308300376 2.4290479877    0.761  1.761  3.7463  2.496    4  0.000  0.520     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.410e-01 2.581e-01 1.387e-04 4.268e-05 3.559e-04 -1.000 8.184e-04 0.368 1.478 0.720 0.312 0.188 0.144 0.133
0.00077741 -1.30000 10.05308 0.8308826089 2.4290648404    0.761  1.761  3.7467  2.497    4  0.000  0.520     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.410e-01 2.581e-01 1.387e-04 4.268e-05 3.559e-04 -1.000 8.183e-04 0.366 1.474 0.717 0.310 0.186 0.143 0.132
0.00077741 -1.30000 10.05308 0.8309345841 2.4290814996    0.761  1.761  3.7472  2.499    4  0.000  0.520     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.410e-01 2.581e-01 1.387e-04 4.268e-05 3.559e-04 -1.000 8.184e-04 0.366 1.469 0.714 0.310 0.187 0.144 0.134
0.00077741 -1.30000 10.05308 0.8309878707 2.4290985766    0.761  1.761  3.7480  2.502    4  0.000  0.520     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.410e-01 2.581e-01 1.387e-04 4.268e-05 3.559e-04 -1.000 8.184e-04 0.368 1.464 0.713 0.311 0.190 0.148 0.138
0.00077741 -1.30000 10.05308 0.8310402632 2.4291153646    0.761  1.760  3.7488  2.507    4  0.000  0.520     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.410e-01 2.581e-01 1.387e-04 4.268e-05 3.559e-04 -1.000 8.184e-04 0.370 1.460 0.711 0.313 0.193 0.152 0.142
0.00077741 -1.30000 10.05308 0.8310931325 2.4291323030    0.761  1.759  3.7497  2.512    4  0.000  0.520     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.410e-01 2.581e-01 1.387e-04 4.268e-05 3.559e-04 -1.000 8.183e-04 0.373 1.455 0.711 0.316 0.197 0.157 0.148
0.00077741 -1.30000 10.05308 0.8311439157 2.4291485706    0.761  1.758  3.7506  2.516    4  0.000  0.520     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.410e-01 2.581e-01 1.387e-04 4.268e-05 3.559e-04 -1.000 8.184e-04 0.376 1.450 0.710 0.318 0.201 0.162 0.153
0.00077741 -1.30000 10.05308 0.8311945200 2.4291647787    0.761  1.757  3.7515  2.521    4  0.000  0.520     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.410e-01 2.581e-01 1.387e-04 4.268e-05 3.559e-04 -1.000 8.184e-04 0.378 1.446 0.709 0.320 0.205 0.166 0.158
0.00077741 -1.30000 10.05308 0.8312485218 2.4291820725    0.761  1.756  3.7524  2.525    4  0.000  0.520     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.410e-01 2.581e-01 1.387e-04 4.268e-05 3.559e-04 -1.000 8.184e-04 0.381 1.442 0.708 0.322 0.208 0.171 0.163
0.00077741 -1.30000 10.05308 0.8313032389 2.4291995926    0.761  1.755  3.7532  2.530    4  0.000  0.520     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.410e-01 2.581e-01 1.387e-04 4.268e-05 3.560e-04 -1.000 8.184e-04 0.383 1.438 0.706 0.324 0.212 0.175 0.168
0.00077741 -1.30000 10.05308 0.8313566446 2.4292166904    0.761  1.754  3.7539  2.533    4  0.000  0.520     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.410e-01 2.581e-01 1.387e-04 4.268e-05 3.560e-04 -1.000 8.184e-04 0.385 1.434 0.705 0.326 0.215 0.179 0.171
0.00077741 -1.30000 10.05308 0.8314093351 2.4292335567    0.761  1.754  3.7545  2.536    4  0.000  0.520     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.410e-01 2.581e-01 1.387e-04 4.268e-05 3.560e-04 -1.000 8.185e-04 0.386 1.430 0.704 0.327 0.217 0.181 0.174
0.00077741 -1.30000 10.05308 0.8314220905 2.4292376393    0.761  1.754  3.7546  2.537    4  0.000  0.520     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.410e-01 2.581e-01 1.387e-04 4.268e-05 3.560e-04 -1.000 8.184e-04 0.386 1.429 0.704 0.327 0.217 0.182 0.175
0.00077741 -1.30000 10.05308 0.8314273953 2.4292393372    0.761  1.754  3.7547  2.537    4  0.000  0.520     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.410e-01 2.581e-01 1.387e-04 4.268e-05 3.560e-04 -1.000 8.184e-04 0.386 1.429 0.703 0.327 0.217 0.182 0.175
0.00077741 -1.30000 10.05308 0.8314760923 2.4292549222    0.762  1.754  3.7550  2.538    4  0.000  0.520     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.410e-01 2.581e-01 1.387e-04 4.268e-05 3.560e-04 -1.000 8.184e-04 0.386 1.426 0.702 0.327 0.218 0.183 0.176
0.00077741 -1.30000 10.05308 0.8315272927 2.4292713061    0.762  1.754  3.7553  2.539    4  0.000  0.520     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.410e-01 2.581e-01 1.387e-04 4.268e-05 3.560e-04 -1.000 8.184e-04 0.386 1.424 0.700 0.326 0.218 0.183 0.176
0.00077741 -1.30000 10.05308 0.8315782547 2.4292876114    0.762  1.754  3.7554  2.539    4  0.000  0.520     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.410e-01 2.581e-01 1.387e-04 4.268e-05 3.560e-04 -1.000 8.185e-04 0.384 1.421 0.699 0.325 0.216 0.182 0.175
0.00077741 -1.30000 10.05308 0.8316288590 2.4293038001    0.762  1.755  3.7553  2.538    4  0.000  0.520     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.410e-01 2.581e-01 1.387e-04 4.268e-05 3.560e-04 -1.000 8.183e-04 0.382 1.420 0.697 0.323 0.214 0.180 0.173
0.00077741 -1.30000 10.05308 0.8316777945 2.4293194526    0.762  1.756  3.7552  2.536    4  0.000  0.520     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.410e-01 2.581e-01 1.387e-04 4.268e-05 3.560e-04 -1.000 8.184e-04 0.379 1.418 0.695 0.320 0.211 0.177 0.170
0.00077741 -1.30000 10.05308 0.8317273855 2.4293353128    0.762  1.758  3.7548  2.533    4  0.000  0.520     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.410e-01 2.581e-01 1.387e-04 4.268e-05 3.560e-04 -1.000 8.184e-04 0.375 1.417 0.692 0.316 0.207 0.172 0.165
0.00077741 -1.30000 10.05308 0.8317778707 2.4293514566    0.762  1.760  3.7543  2.529    4  0.000  0.520     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.410e-01 2.581e-01 1.387e-04 4.268e-05 3.560e-04 -1.000 8.184e-04 0.371 1.416 0.689 0.311 0.201 0.166 0.158
0.00077741 -1.30000 10.05308 0.8318023086 2.4293592704    0.762  1.761  3.7540  2.527    4  0.000  0.520     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.410e-01 2.581e-01 1.387e-04 4.268e-05 3.560e-04 -1.000 8.185e-04 0.368 1.416 0.688 0.309 0.198 0.162 0.155
0.00077741 -1.30000 10.05308 0.8318299055 2.4293680936    0.762  1.762  3.7535  2.524    4  0.000  0.520     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.410e-01 2.581e-01 1.387e-04 4.268e-05 3.560e-04 -1.000 8.183e-04 0.364 1.416 0.686 0.305 0.193 0.157 0.150
0.00077741 -1.30000 10.05308 0.8318827748 2.4293849950    0.762  1.766  3.7526  2.517    4  0.000  0.520     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.410e-01 2.581e-01 1.387e-04 4.268e-05 3.560e-04 -1.000 8.184e-04 0.356 1.415 0.682 0.298 0.184 0.147 0.139
0.00077741 -1.30000 10.05308 0.8319359422 2.4294019892    0.762  1.769  3.7517  2.510    4  0.000  0.520     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.410e-01 2.581e-01 1.387e-04 4.268e-05 3.560e-04 -1.000 8.183e-04 0.347 1.414 0.677 0.289 0.174 0.136 0.127
0.00077741 -1.30000 10.05308 0.8319897056 2.4294191713    0.762  1.773  3.7506  2.501    4  0.000  0.520     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.410e-01 2.581e-01 1.387e-04 4.268e-05 3.560e-04 -1.000 8.183e-04 0.337 1.412 0.671 0.279 0.162 0.123 0.114
0.00077741 -1.30000 10.05308 0.8320387602 2.4294348464    0.762  1.778  3.7494  2.492    4  0.000  0.520     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.410e-01 2.581e-01 1.387e-04 4.268e-05 3.560e-04 -1.000 8.183e-04 0.325 1.410 0.664 0.268 0.149 0.108 0.099
0.00077741 -1.30000 10.05308 0.8320882320 2.4294506526    0.762  1.783  3.7481  2.482    4  0.000  0.520     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.410e-01 2.581e-01 1.387e-04 4.268e-05 3.560e-04 -1.000 8.184e-04 0.312 1.408 0.656 0.255 0.134 0.092 0.082
0.00077741 -1.30000 10.05308 0.8321368694 2.4294661901    0.762  1.788  3.7471  2.473    4  0.000  0.520     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.410e-01 2.581e-01 1.387e-04 4.268e-05 3.560e-04 -1.000 8.183e-04 0.301 1.404 0.648 0.244 0.121 0.078 0.067
0.00077741 -1.30000 10.05308 0.8321866393 2.4294820872    0.762  1.794  3.7457  2.461    4  0.000  0.520     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.410e-01 2.581e-01 1.387e-04 4.268e-05 3.560e-04 -1.000 8.184e-04 0.285 1.401 0.638 0.229 0.104 0.059 0.048
0.00077741 -1.30000 10.05308 0.8322364092 2.4294979821    0.762  1.803  3.7437  2.444    4  0.000  0.520     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.410e-01 2.582e-01 1.387e-04 4.268e-05 3.560e-04 -1.000 8.184e-04 0.261 1.394 0.622 0.206 0.077 0.030 0.019
0.00077741 -1.30000 10.05308 0.8322865963 2.4295140081    0.762  1.816  3.7414  2.422    4  0.000  0.520     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.410e-01 2.582e-01 1.387e-04 4.268e-05 3.560e-04 -1.000 8.184e-04 0.231 1.383 0.601 0.176 0.043 -0.006 -0.019
0.00077741 -1.30000 10.05308 0.8323374987 2.4295302602    0.763  1.833  3.7385  2.393    4  0.000  0.520     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.410e-01 2.582e-01 1.387e-04 4.268e-05 3.560e-04 -1.000 8.184e-04 0.188 1.367 0.570 0.134 -0.004 -0.056 -0.070
0.00077741 -1.30000 10.05308 0.8323873281 2.4295461676    0.763  1.867  3.7331  2.337    4  0.000  0.520     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.410e-01 2.582e-01 1.387e-04 4.268e-05 3.560e-04 -1.000 8.183e-04 0.102 1.334 0.506 0.049 -0.097 -0.155 -0.172
0.00077741 -1.30000 10.05308 0.8324115872 2.4295539111    0.763  1.903  3.7279  2.281    4  0.000  0.520     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.410e-01 2.582e-01 1.387e-04 4.268e-05 3.560e-04 -1.000 8.184e-04 0.012 1.296 0.438 -0.039 -0.194 -0.258 -0.277
0.00077741 -1.30000 10.05308 0.8324222565 2.4295573166    0.763  1.939  3.7232  2.226    4  0.000  0.520     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.410e-01 2.582e-01 1.387e-04 4.268e-05 3.560e-04 -1.000 8.184e-04 -0.078 1.257 0.369 -0.126 -0.289 -0.358 -0.379
